,text,general_tags,specific_tags,token_tagset
10,"Bukod sa usapin ng mga sapi ng PLDT ni Yuchengco , inakusahan din ni Lacson sa kanyang talumpati sa Senado nitong Lunes na sangkot ang dating pangulo sa operasyon ng jueteng at smuggling .","['CONJ', 'CONJ', 'NOUN', 'CONJ', 'DT', 'NOUN', 'CONJ', 'PROPN', 'DT', 'PROPN', 'PUNC', 'VBPT', 'RB', 'DT', 'PROPN', 'CONJ', 'PR', 'NOUN', 'CONJ', 'PROPN', 'PR', 'PROPN', 'CCP', 'JJ', 'DT', 'JJ', 'NOUN', 'CONJ', 'NOUN', 'CONJ', 'NOUN', 'IN', 'FW', 'PUNC']","['CCT', 'CCT', 'NNC', 'CCB', 'DTCP', 'NNC', 'CCB', 'NNPA', 'DTP', 'NNP', 'PMC', 'VBTS', 'RBI', 'DTP', 'NNP', 'CCT', 'PRSP', 'NNC', 'CCT', 'NNP', 'PRO', 'NNP', 'CCP', 'JJD', 'DTC', 'JJD', 'NNC', 'CCT', 'NNC', 'CCB', 'NNC', 'IN', 'FW', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN']"
11,"Kaya kapag nagsalubong po ang dalawang hangin na iyan ay nagkakaroon po tayo ng thunderstorms , ang ITCZ , naman ay ang hanging nanggagaling sa northern at southern hemisphere converge na syang nagdadala ng malaakas na pag-uulan '' paliwanag ni PAGASA weather specialist Meno Mendoza .","['CONJ', 'CONJ', 'VBPT', 'UH', 'DT', 'CD', 'NOUN', 'CCP', 'PR', 'LM', 'VBPR', 'UH', 'PR', 'CONJ', 'NOUN', 'PUNC', 'DT', 'PROPN', 'PUNC', 'RB', 'LM', 'DT', 'JJ', 'VBPR', 'CONJ', 'JJ', 'IN', 'JJ', 'VB', 'VB', 'CCP', 'NOUN', 'VBPR', 'CONJ', 'VB', 'CCP', 'NOUN', 'SYM', 'NOUN', 'DT', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PUNC']","['CCR', 'CCR', 'VBTS', 'UH', 'DTC', 'JJN', 'NNC', 'CCP', 'PRO', 'LM', 'VBTR', 'UH', 'PRP', 'CCB', 'NNS', 'PMC', 'DTC', 'NNPA', 'PMC', 'RBI', 'LM', 'DTC', 'JJD', 'VBTR', 'CCT', 'JJ', 'IN', 'JJ', 'VB', 'VB', 'CCP', 'NNC', 'VBTR', 'CCB', 'VBW', 'CCP', 'NNC', 'PMS', 'NNC', 'DTP', 'NNPA', 'NN', 'NN', 'NNP', 'NNP', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN']"
12,May tinatawagan kasi ako ilang days na puro ganyan ang voice mail,"['VB', 'VBPR', 'CONJ', 'PR', 'PR', 'NOUN', 'CCP', 'JJ', 'PR', 'DT', 'NOUN', 'NOUN']","['VBH', 'VBTR', 'CCR', 'PRS', 'PRQ', 'NNS', 'CCP', 'JJD', 'PRC', 'DTC', 'NN', 'NN']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy']"
13,Mayroonng naniniwalang ang taeng ito ay kahit papaano ' y may naidudulot na mabuti sa katawan .,"['PROPN', 'VBPR', 'DT', 'NOUN', 'PR', 'LM', 'CONJ', 'RB', 'SYM', 'FW', 'VB', 'VBPR', 'CCP', 'RB', 'CONJ', 'NOUN', 'PUNC']","['NNP', 'VBTR', 'DTC', 'NNC', 'PRO', 'LM', 'CCT', 'RBQ', 'PMS', 'FW', 'VBH', 'VBTR', 'CCP', 'RBD', 'CCT', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
14,Ang lungkot ng buhay parang may kulang talaga .,"['DT', 'NOUN', 'CONJ', 'NOUN', 'CONJ', 'VB', 'JJ', 'RB', 'PUNC']","['DTC', 'NNC', 'CCB', 'NNC', 'CCT', 'VBH', 'JJD', 'RBT', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
15,"Iniisip niya kami na lagi sasagot sa lahat , at panay pa ang parinig sa boyfriend ko kapag may gusto ipabili .","['VBPT', 'PR', 'PR', 'CCP', 'RB', 'VBFT', 'CONJ', 'PR', 'PUNC', 'IN', 'JJ', 'RB', 'DT', 'NOUN', 'CONJ', 'NOUN', 'PR', 'CONJ', 'VB', 'VB', 'VBPT', 'PUNC']","['VBTS', 'PRS', 'PRP', 'CCP', 'RBW', 'VBTF', 'CCT', 'PRI', 'PMC', 'IN', 'JJD', 'RBI', 'DTC', 'NNC', 'CCT', 'NNC', 'PRS', 'CCR', 'VBH', 'VBS', 'VBTS', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
16,kasi sa mga video napapanood ko ng korean at japanese dami lalakeng nagpakulay buhok sa kanila even mga student sa school kaya assume ko hindi binabastos mga may kulay buhok doon .,"['CONJ', 'CONJ', 'DT', 'NOUN', 'VBPR', 'PR', 'CONJ', 'NOUN', 'IN', 'NOUN', 'NOUN', 'NOUN', 'VBPT', 'NOUN', 'CONJ', 'PR', 'RB', 'DT', 'NOUN', 'CONJ', 'NOUN', 'CONJ', 'VB', 'PR', 'RB', 'VBPR', 'DT', 'VB', 'NOUN', 'NOUN', 'PR', 'PUNC']","['CCR', 'CCT', 'DTCP', 'NN', 'VBTR', 'PRS', 'CCB', 'NNC', 'IN', 'NNS', 'NNC', 'NNC', 'VBTS', 'NNC', 'CCT', 'PRSP', 'RB', 'DTCP', 'NN', 'CCT', 'NN', 'CCR', 'VB', 'PRS', 'RBF', 'VBTR', 'DTCP', 'VBH', 'NNC', 'NNC', 'PRL', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
17,This may be a misleading title .,"['DT', 'VB', 'VB', 'NOUN', 'VBPR', 'NOUN', 'PUNC']","['DT', 'VBH', 'VB', 'NNC', 'VBG', 'NN', 'PMP']","['Spacy', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'MGNN']"
18,"Kung baga , it may be touched at some points of the course pero hindi talaga sya major major thing 'no ?","['CONJ', 'NOUN', 'PUNC', 'PR', 'VB', 'VB', 'VBPT', 'IN', 'DT', 'VBPR', 'IN', 'DT', 'NOUN', 'CONJ', 'RB', 'RB', 'PR', 'JJ', 'JJ', 'NOUN', 'UH', 'PUNC']","['CCR', 'NNC', 'PMC', 'PRP', 'VBH', 'VB', 'VBD', 'IN', 'DT', 'VBZ', 'IN', 'DT', 'NN', 'CCT', 'RBF', 'RBT', 'PRS', 'JJ', 'JJ', 'NN', 'UH', 'PMQ']","['MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
19,"Hindi ko ito namalayan dahil napaka masigasig nyang mag aral nun first sem nagiba nalamang ang kanyang kinikilos pagpasok ng Oct to November Noong March 10 , 2019 muli syang lumayas at doon patuloy ko lang sya muna pinabayaan habang kinikilala ko ang kanyang mga recruiter at kung saan patungo ang kanyang pinaglalaban natakot ako sa kanyang mga sulat at libro na nagtuturo ng armadong pakikibaka kung kaya noong May 22 , kinausap ko sya at kanyang mga lider na pauwiin sya at sinabi ko na ididimanda ko sila kung hindi nila papauwiin ang aking anak .","['RB', 'PR', 'PR', 'VBPR', 'CONJ', 'JJ', 'JJ', 'PR', 'VB', 'NOUN', 'NOUN', 'RB', 'PROPN', 'VBPT', 'VBPT', 'DT', 'PR', 'VBPR', 'NOUN', 'CONJ', 'PROPN', 'TO', 'PROPN', 'RB', 'PROPN', 'CD', 'PUNC', 'CD', 'RB', 'NOUN', 'VB', 'IN', 'PR', 'RB', 'PR', 'RB', 'PR', 'RB', 'VBPT', 'RB', 'VBPR', 'PR', 'DT', 'PR', 'DT', 'NOUN', 'IN', 'CONJ', 'PR', 'RB', 'DT', 'PR', 'VBPR', 'VBPT', 'PR', 'CONJ', 'PR', 'DT', 'NOUN', 'IN', 'NOUN', 'CCP', 'VBPR', 'CONJ', 'JJ', 'NOUN', 'CONJ', 'CONJ', 'RB', 'VB', 'CD', 'PUNC', 'VB', 'PR', 'PR', 'IN', 'PR', 'DT', 'NOUN', 'CCP', 'VB', 'PR', 'IN', 'VBPT', 'PR', 'CCP', 'VBPR', 'PR', 'PR', 'CONJ', 'RB', 'PR', 'VBFT', 'DT', 'PR', 'NOUN', 'PUNC']","['RBF', 'PRS', 'PRO', 'VBTR', 'CCR', 'JJCS', 'JJD', 'PRS', 'VBW', 'NNC', 'NNC', 'RB', 'NNP', 'VBTS', 'VBTS', 'DTC', 'PRSP', 'VBTR', 'NNC', 'CCB', 'NNP', 'TO', 'NNP', 'RBW', 'NNP', 'CDB', 'PMC', 'CDB', 'RBW', 'NNC', 'VBAF', 'IN', 'PRL', 'RBD', 'PRS', 'RBI', 'PRS', 'RBI', 'VBTS', 'RBW', 'VBTR', 'PRS', 'DTC', 'PRSP', 'DTCP', 'NN', 'IN', 'CCR', 'PRQ', 'RBL', 'DTC', 'PRSP', 'VBTR', 'VBTS', 'PRS', 'CCT', 'PRSP', 'DTCP', 'NNC', 'IN', 'NNC', 'CCP', 'VBTR', 'CCB', 'JJD', 'NNC', 'CCR', 'CCR', 'RBW', 'VBH', 'CDB', 'PMC', 'VBOF', 'PRS', 'PRS', 'IN', 'PRSP', 'DTCP', 'NN', 'CCP', 'VBOF', 'PRS', 'IN', 'VBTS', 'PRS', 'CCP', 'VBTR', 'PRS', 'PRP', 'CCR', 'RBF', 'PRP', 'VBTF', 'DTC', 'PRSP', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
20,"Masaya , masarap sa pakiramdam , `` mahabang pahayag pa ni Marian sa presscon ng kanyang bagong morning show sa GMA 7 , ang Yan Ang Morning kung saan makakasama niya ang kanyang gay BFF na si Boobay . Sa ngayon , pinaplano na raw nila ni Dingdong ang paggawa ng kanilang next baby . Samantala , super excited na nga si Marian sa kanyang morning show sa Kapuso network na magsisimula na sa darating na May 2 , mula Lunes hanggang Biyernes , 10:45 AM sa direksyon ni Louie Ignacio . In fairness , sa napanood naming trailer ng Yan Ang Morning at mukhang panalung-panalo rito ang mga mommy at ang mga nangangarap pa lang maging nanay .","['PROPN', 'PUNC', 'JJ', 'CONJ', 'NOUN', 'PUNC', 'SYM', 'JJ', 'NOUN', 'RB', 'DT', 'PROPN', 'CONJ', 'NOUN', 'CONJ', 'PR', 'JJ', 'NOUN', 'VB', 'CONJ', 'PROPN', 'CD', 'PUNC', 'DT', 'PROPN', 'DT', 'NOUN', 'CONJ', 'PR', 'VBFT', 'PR', 'DT', 'PR', 'NOUN', 'PROPN', 'CCP', 'DT', 'PROPN', 'PUNC', 'CONJ', 'RB', 'PUNC', 'VBPT', 'CCP', 'RB', 'PR', 'DT', 'PROPN', 'DT', 'NOUN', 'CONJ', 'PR', 'RB', 'NOUN', 'PUNC', 'CONJ', 'PUNC', 'FW', 'VBPT', 'CCP', 'RB', 'DT', 'PROPN', 'CONJ', 'PR', 'NOUN', 'VB', 'CONJ', 'PROPN', 'NOUN', 'CCP', 'VBFT', 'CCP', 'CONJ', 'VBFT', 'CCP', 'VB', 'CD', 'PUNC', 'RB', 'PROPN', 'RB', 'PROPN', 'PUNC', 'CD', 'PROPN', 'CONJ', 'NOUN', 'DT', 'PROPN', 'PROPN', 'PUNC', 'PROPN', 'FW', 'PUNC', 'CONJ', 'VBPT', 'PR', 'NOUN', 'CONJ', 'PROPN', 'DT', 'NOUN', 'IN', 'RB', 'CD', 'PR', 'DT', 'DT', 'NOUN', 'IN', 'DT', 'DT', 'RB', 'RB', 'RB', 'VB', 'NOUN', 'PUNC']","['NNP', 'PMC', 'JJD', 'CCT', 'NNC', 'PMC', 'PMS', 'JJD', 'NNC', 'RBI', 'DTP', 'NNP', 'CCT', 'NNC', 'CCB', 'PRSP', 'JJD', 'NN', 'VB', 'CCT', 'NNPA', 'CDB', 'PMC', 'DTC', 'NNP', 'DTC', 'NN', 'CCR', 'PRQ', 'VBTF', 'PRS', 'DTC', 'PRSP', 'NNC', 'NNPA', 'CCP', 'DTP', 'NNP', 'PMP', 'CCT', 'RBW', 'PMC', 'VBTS', 'CCP', 'RBI', 'PRP', 'DTP', 'NNP', 'DTC', 'NNC', 'CCB', 'PRSP', 'RB', 'NN', 'PMP', 'CCT', 'PMC', 'FW', 'VBN', 'CCP', 'RBI', 'DTP', 'NNP', 'CCT', 'PRSP', 'NN', 'VB', 'CCT', 'NNP', 'NN', 'CCP', 'VBTF', 'CCP', 'CCT', 'VBTF', 'CCP', 'VBH', 'CDB', 'PMC', 'RBW', 'NNP', 'RBW', 'NNP', 'PMC', 'CDB', 'NNPA', 'CCT', 'NNC', 'DTP', 'NNP', 'NNP', 'PMP', 'NNP', 'FW', 'PMC', 'CCT', 'VBTS', 'PRP', 'NN', 'CCB', 'NNP', 'DTC', 'NN', 'IN', 'RBM', 'JJN', 'PRL', 'DTC', 'DTCP', 'NNC', 'IN', 'DTC', 'DTCP', 'RBD', 'RBI', 'RBI', 'VBW', 'NNC', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
21,"Hindi pa naming nakikita ang justices ng Korte Suprema , ng Presidential Electoral Tribunal .","['RB', 'RB', 'PR', 'VBPR', 'DT', 'NOUN', 'CONJ', 'PROPN', 'PROPN', 'PUNC', 'CONJ', 'JJ', 'JJ', 'PROPN', 'PUNC']","['RBF', 'RBI', 'PRP', 'VBTR', 'DTC', 'NNS', 'CCB', 'NNP', 'NNP', 'PMC', 'CCB', 'JJ', 'JJ', 'NNP', 'PMP']","['MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Spacy', 'Spacy', 'Spacy', 'MGNN']"
22,2 Ano po ang dapat naming gawin ?,"['CD', 'PR', 'UH', 'DT', 'VB', 'PR', 'VB', 'PUNC']","['CDB', 'PRQ', 'UH', 'DTC', 'VBS', 'PRP', 'VBOF', 'PMQ']","['MGNN', 'MGNN', 'Spacy', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'MGNN']"
